YearIncurred,totalIncurred,lossDescription,peril,yearsInsured,stateRisk,postcodeRisk,anzsic2_code,anzsic2_desc,anzsic4_code,anzsic4_desc,occupancy,locality,roofType,wallType,floorType,fireprotecAlarm,fireprotecBlanket,fireprotecFexting,fireprotecHose,fireprotecMonitored,fireprotecMthermal,fireprotecNmonitored,fireprotecNthermal,buildingSI
2011," 7,418.82 ",IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,12,NSW,2150,51,Postal and Courier Pick-up and Delivery Services,5101,Postal Services,PROPOWNER,SUBSTFRST,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 442,517.14 "
2011, 990.30 ,NEC WATER DAMAGE,Water,22,NSW,2720,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,MAINRD,ALLOYSTEEL,BRICK,CONCRETE,N,Y,Y,N,N,N,Y,N," 1,810,299.11 "
2011, 856.79 ,MALICIOUS DAMAGE,Malicious Damage,22,NSW,2720,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,MAINRD,ALLOYSTEEL,BRICK,CONCRETE,N,Y,Y,N,N,N,Y,N," 1,687,347.56 "
2011," 3,683.43 ",NEC WATER DAMAGE,Water,22,NSW,2720,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,MAINRD,ALLOYSTEEL,BRICK,CONCRETE,N,Y,Y,N,N,N,Y,N," 1,575,371.72 "
2012," 11,177.84 ",FIRE (NOT ARSON),Fire,14,VIC,3020,32,Construction Services,3245,Glazing Services,PROPOWNER,CONVERSION,ALLOYSTEEL,CONCRETSLA,CONCRETE,N,N,Y,Y,N,N,N,N," 1,622,366.56 "
2010," 1,027.37 ",NEC WATER DAMAGE,Water,15,NSW,2018,42,Other Store-Based Retailing,4212,Floor Coverings Retailing,PROPOWNER,MAINRD,ALLOYSTEEL,BRICK,CONCRETE,N,Y,Y,Y,N,N,Y,N," 428,866.29 "
2012," 7,059.74 ",VEHICLE DAMAGE/OVERTURNING,Other Property Damage,12,VIC,3032,70,Computer System Design and Related Services,7000,Computer System Design and Related Services,PROPOWNER,CONVERSION,OTHMIXED,BRICK,OTHMIXED,Y,N,N,N,N,N,N,N," 258,350.90 "
2015," 144,375.81 ",ARSON/INTENTIONAL FIRE/EXPLSN,Fire,16,VIC,3053,94,Repair and Maintenance,9491,Clothing and Footwear Repair,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 394,267.06 "
2011, 162.35 ,MALICIOUS DAMAGE,Malicious Damage,18,WA,6008,72,Administrative Services,7299,Other Administrative Services n.e.c.,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 238,106.61 "
2011, 444.22 ,MALICIOUS DAMAGE,Malicious Damage,18,WA,6008,72,Administrative Services,7299,Other Administrative Services n.e.c.,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 353,239.02 "
2011, 416.23 ,MALICIOUS DAMAGE,Malicious Damage,18,WA,6008,72,Administrative Services,7299,Other Administrative Services n.e.c.,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 327,039.17 "
2011," 29,609.63 ",ARSON/INTENTIONAL FIRE/EXPLSN,Fire,16,NSW,2160,69,"Professional, Scientific and Technical Services (Except Computer System Design and Related Services)",6991,Professional Photographic Services,PROPOWNER,MAINRD,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 376,385.47 "
2013," 1,457.52 ",THEFT,Malicious Damage,16,VIC,3051,69,"Professional, Scientific and Technical Services (Except Computer System Design and Related Services)",6950,Market Research and Statistical Services,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 1,016,244.21 "
2010," 55,070.69 ",MALICIOUS DAMAGE,Malicious Damage,15,NSW,2150,66,Rental and Hiring Services (except Real Estate),6632,Video and Other Electronic Media Rental and Hiring,PROPOWNER,OFFICEFRST,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 1,728,866.69 "
2012," 674,594.15 ",EXPLOSION (NOT ARSON)/VIBRAT'N,Fire,13,NSW,2037,45,Food and Beverage Services,4512,Takeaway Food Services,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 673,410.62 "
2013," 32,049.81 ",FIRE (NOT ARSON),Fire,23,NSW,2261,41,Food Retailing,4110,Supermarket and Grocery Stores,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 736,690.92 "
2010, 431.76 ,IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,12,VIC,3145,42,Other Store-Based Retailing,4251,Clothing Retailing,PROPOWNER,MAINRD,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 383,789.79 "
2012," 2,412.53 ",MALICIOUS DAMAGE,Malicious Damage,14,SA,5094,22,Fabricated Metal Product Manufacturing,2221,Structural Steel Fabricating,PROPOWNER,CONVERSION,ASBESTOS,BRICK,UNKNOWN,N,N,N,N,N,N,N,N," 620,306.48 "
2014," 12,353.52 ",ACCIDENTAL BREAKAGE (NOTGLASS),Accident Loss or Damage,16,SA,5094,22,Fabricated Metal Product Manufacturing,2221,Structural Steel Fabricating,PROPOWNER,CONVERSION,ASBESTOS,BRICK,UNKNOWN,N,N,N,N,N,N,N,N," 746,722.75 "
2014, 993.74 ,IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,16,SA,5094,22,Fabricated Metal Product Manufacturing,2221,Structural Steel Fabricating,PROPOWNER,CONVERSION,ASBESTOS,BRICK,UNKNOWN,N,N,N,N,N,N,N,N," 650,201.53 "
2010," 28,012.18 ",NEC WATER DAMAGE,Water,10,VIC,3051,45,Food and Beverage Services,4530,Clubs (Hospitality),PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 3,376,258.23 "
2013, 797.32 ,BREAKAGE OF GLASS,Malicious Damage,24,NSW,2074,67,Property Operators and Real Estate Services,6720,Real Estate Services,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 1,141,113.92 "
2014," 15,016.75 ",IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,26,NSW,2074,67,Property Operators and Real Estate Services,6720,Real Estate Services,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 1,283,077.28 "
2010," 2,497.89 ",IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,16,NSW,2042,42,Other Store-Based Retailing,4279,Other Store-Based Retailing n.e.c.,PROPOWNER,SUBSTFRST,OTHMIXED,BRICK,OTHMIXED,N,N,N,N,N,N,N,N," 314,020.75 "
2010," 4,514.53 ",BURGLARY (FORCED ENTRY),Malicious Damage,10,VIC,3043,42,Other Store-Based Retailing,4279,Other Store-Based Retailing n.e.c.,PROPOWNER,INDUST,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 335,550.74 "
2010," 3,635.20 ",FIRE (NOT ARSON),Fire,16,NSW,2525,41,Food Retailing,4121,"Fresh Meat, Fish and Poultry Retailing",PROPOWNER,MAINRD,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 142,459.24 "
2010, 411.31 ,IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,15,VIC,3181,41,Food Retailing,4110,Supermarket and Grocery Stores,PROPOWNER,MAINRD,OTHMIXED,BRICK,OTHMIXED,N,N,N,N,N,N,N,N," 493,314.65 "
2010," 2,826.55 ",IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,15,VIC,3181,41,Food Retailing,4110,Supermarket and Grocery Stores,PROPOWNER,MAINRD,OTHMIXED,BRICK,OTHMIXED,N,N,N,N,N,N,N,N," 490,616.80 "
2012," 7,772.54 ",IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,17,VIC,3181,41,Food Retailing,4110,Supermarket and Grocery Stores,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 640,135.84 "
2013," 1,319.29 ",IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,18,VIC,3181,41,Food Retailing,4110,Supermarket and Grocery Stores,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 731,901.68 "
2011," 2,455.57 ",MALICIOUS DAMAGE,Malicious Damage,17,VIC,3189,42,Other Store-Based Retailing,4212,Floor Coverings Retailing,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 420,654.04 "
2010, 623.55 ,MALICIOUS DAMAGE,Malicious Damage,11,NSW,2756,94,Repair and Maintenance,9412,"Automotive Body, Paint and Interior Repair",PROPOWNER,INDUST,OTHMIXED,BRICK,OTHMIXED,N,N,N,N,N,N,N,N," 914,546.31 "
2011," 1,375.48 ",MALICIOUS DAMAGE,Malicious Damage,21,NSW,2333,95,Personal and Other Services,9511,Hairdressing and Beauty Services,PROPOWNER,SUBSTFRST,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 581,752.12 "
2012," 4,734.63 ",MALICIOUS DAMAGE,Malicious Damage,13,NSW,2031,41,Food Retailing,4121,"Fresh Meat, Fish and Poultry Retailing",PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 1,616,533.07 "
2014," 1,059.80 ",NEC WATER DAMAGE,Water,26,NSW,2111,42,Other Store-Based Retailing,4273,Antique and Used Goods Retailing,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 216,897.23 "
2010," 6,948.71 ",NEC WATER DAMAGE,Water,15,NSW,2010,42,Other Store-Based Retailing,4271,"Pharmaceutical, Cosmetic and Toiletry Goods Retailing",PROPOWNER,MAINRD,OTHMIXED,BRICK,OTHMIXED,N,N,N,N,N,N,N,N," 579,229.40 "
2014," 1,878.69 ",MALICIOUS DAMAGE,Malicious Damage,15,VIC,3181,95,Personal and Other Services,9531,Laundry and Dry-Cleaning Services,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 415,640.07 "
2011," 6,592.23 ",ACCIDENTAL BREAKAGE (NOTGLASS),Accident Loss or Damage,23,NSW,2022,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,MAINRD,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 2,355,514.41 "
2010," 1,782.64 ",MALICIOUS DAMAGE,Malicious Damage,14,NSW,2161,72,Administrative Services,7299,Other Administrative Services n.e.c.,PROPOWNER,MAINRD,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 303,449.97 "
2011," 6,967.67 ",MALICIOUS DAMAGE,Malicious Damage,17,NSW,2211,94,Repair and Maintenance,9412,"Automotive Body, Paint and Interior Repair",PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 1,566,835.61 "
2012, 528.66 ,THEFT,Malicious Damage,17,NSW,2211,94,Repair and Maintenance,9412,"Automotive Body, Paint and Interior Repair",PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 1,431,168.26 "
2013," 10,668.57 ",MALICIOUS DAMAGE,Malicious Damage,18,NSW,2211,94,Repair and Maintenance,9412,"Automotive Body, Paint and Interior Repair",PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 1,738,758.81 "
2013," 1,174.92 ",VEHICLE DAMAGE/OVERTURNING,Other Property Damage,18,NSW,2211,94,Repair and Maintenance,9412,"Automotive Body, Paint and Interior Repair",PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 1,640,369.89 "
2013," 1,746.40 ",IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,19,NSW,2211,94,Repair and Maintenance,9412,"Automotive Body, Paint and Interior Repair",PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 1,560,529.32 "
2012, 172.34 ,NEC WATER DAMAGE,Water,18,VIC,3195,94,Repair and Maintenance,9412,"Automotive Body, Paint and Interior Repair",PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 334,179.17 "
2015," 3,538.62 ",ACCIDENTAL BREAKAGE (NOTGLASS),Impact by Third Party,19,WA,6163,13,"Textile, Leather, Clothing and Footwear Manufacturing",1333,Cut and Sewn Textile Product Manufacturing,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 2,941,900.64 "
2015," 1,825.76 ",Burglary (Forcible),Malicious Damage,19,WA,6163,13,"Textile, Leather, Clothing and Footwear Manufacturing",1333,Cut and Sewn Textile Product Manufacturing,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 2,814,229.34 "
2015, 959.29 ,IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,19,WA,6163,13,"Textile, Leather, Clothing and Footwear Manufacturing",1333,Cut and Sewn Textile Product Manufacturing,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 3,073,621.13 "
2015, 959.74 ,Malicious Damage / Vandalism (Not Tenant),Malicious Damage,19,WA,6154,25,Furniture and Other Manufacturing,2511,Wooden Furniture and Upholstered Seat Manufacturing,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 910,703.86 "
2010," 1,000.41 ",MALICIOUS DAMAGE,Malicious Damage,8,VIC,3912,45,Food and Beverage Services,4512,Takeaway Food Services,PROPOWNER,SCENTREINT,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 750,309.34 "
2011," 3,634.48 ",IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,11,VIC,3149,41,Food Retailing,4110,Supermarket and Grocery Stores,PROPOWNER,MAINRD,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 155,475.18 "
2010," 2,102.95 ",BURGLARY (FORCED ENTRY),Malicious Damage,8,VIC,3163,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 136,673.26 "
2015," 1,870.23 ",Malicious Damage / Vandalism (Not Tenant),Malicious Damage,19,NSW,2195,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,Y,N,Y,N,N,N," 599,551.94 "
2012," 1,370.13 ",IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,12,NSW,2142,72,Administrative Services,7299,Other Administrative Services n.e.c.,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 355,254.10 "
2010, 357.73 ,IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,15,WA,6011,42,Other Store-Based Retailing,4241,Sport and Camping Equipment Retailing,PROPOWNER,MAINRD,ALLOYSTEEL,BRICK,CONCRETE,Y,N,N,N,N,N,N,N," 1,066,689.24 "
2012," 1,137.59 ",MALICIOUS DAMAGE,Malicious Damage,16,WA,6104,42,Other Store-Based Retailing,4231,Hardware and Building Supplies Retailing,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 1,296,640.61 "
2014, 662.20 ,MALICIOUS DAMAGE,Malicious Damage,18,WA,6104,42,Other Store-Based Retailing,4231,Hardware and Building Supplies Retailing,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 1,348,807.24 "
2013," 10,157.08 ",FINANCIAL LOSS ONLY,Other Property Damage,13,VIC,3056,42,Other Store-Based Retailing,4251,Clothing Retailing,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 403,590.76 "
2012," 1,629.94 ",IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,16,WA,6065,22,Fabricated Metal Product Manufacturing,2221,Structural Steel Fabricating,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 1,090,990.40 "
2015," 6,545.17 ",Accidental Loss or Damage,Accident Loss or Damage,19,WA,6065,22,Fabricated Metal Product Manufacturing,2221,Structural Steel Fabricating,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 1,239,630.37 "
2015, 230.90 ,Bursting / Leaking - Water,Water,15,VIC,3053,41,Food Retailing,4129,Other Specialised Food Retailing,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 715,676.72 "
2015," 22,120.69 ",Impact/damage by object/vehicle/person,Impact by Third Party,15,VIC,3053,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,Y," 1,150,195.62 "
2012," 8,723.64 ",IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,18,VIC,3174,42,Other Store-Based Retailing,4279,Other Store-Based Retailing n.e.c.,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 907,173.10 "
2013," 2,323.47 ",IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,19,VIC,3174,42,Other Store-Based Retailing,4279,Other Store-Based Retailing n.e.c.,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 898,587.12 "
2010, 516.31 ,NEC WATER DAMAGE,Water,8,VIC,3140,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 93,070.02 "
2010," 4,599.64 ",MALICIOUS DAMAGE,Malicious Damage,9,NSW,2121,42,Other Store-Based Retailing,4279,Other Store-Based Retailing n.e.c.,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 236,607.22 "
2013," 2,997.12 ",NEC WATER DAMAGE,Water,23,NSW,2035,85,Medical and Other Health Care Services,8534,Chiropractic and Osteopathic Services,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 557,999.44 "
2013, 839.36 ,NEC WATER DAMAGE,Water,23,NSW,2035,95,Personal and Other Services,9511,Hairdressing and Beauty Services,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 627,009.39 "
2015," 5,997.60 ",Accidental Loss or Damage,Impact by Third Party,22,VIC,3057,42,Other Store-Based Retailing,4231,Hardware and Building Supplies Retailing,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 754,409.35 "
2010," 6,859.12 ",IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,13,VIC,3207,95,Personal and Other Services,9511,Hairdressing and Beauty Services,PROPOWNER,MAINRD,OTHMIXED,BRICK,OTHMIXED,N,N,N,N,N,N,N,N," 334,176.43 "
2011," 2,486.35 ",BREAKAGE OF GLASS,Malicious Damage,13,VIC,3207,95,Personal and Other Services,9511,Hairdressing and Beauty Services,PROPOWNER,MAINRD,OTHMIXED,BRICK,OTHMIXED,N,N,N,N,N,N,N,N," 351,516.82 "
2015," 37,096.90 ",NEC WATER DAMAGE,Water,19,NSW,2211,22,Fabricated Metal Product Manufacturing,2299,Other Fabricated Metal Product Manufacturing n.e.c.,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 456,132.88 "
2014," 3,403.43 ",PROPERTY LOSS OR DAMAGE NEC,Other Property Damage,14,VIC,3053,72,Administrative Services,7299,Other Administrative Services n.e.c.,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 2,516,110.16 "
2015," 6,220.34 ",IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,19,NSW,2042,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 1,464,759.14 "
2010," 13,735.15 ",IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,14,NSW,2229,42,Other Store-Based Retailing,4245,Marine Equipment Retailing,PROPOWNER,OFFICEFRST,CONCRETE,CONCRETSTO,CONCRETE,N,N,N,N,N,N,N,N," 697,006.51 "
2013," 16,333.47 ",IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,18,NSW,2229,35,Motor Vehicle and Motor Vehicle Parts Wholesaling,3504,Motor Vehicle New Parts Wholesaling,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,Y,N,Y,Y,N,N,N,N," 919,517.09 "
2012," 2,865.50 ",NEC WATER DAMAGE,Water,15,WA,6027,25,Furniture and Other Manufacturing,2519,Other Furniture Manufacturing,PROPOWNER,INDUST,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 2,215,314.71 "
2011," 4,886.50 ",MALICIOUS DAMAGE,Malicious Damage,13,VIC,3124,62,Finance,6221,Banking,PROPOWNER,OFFICEFRST,OTHMIXED,BRICK,OTHMIXED,N,N,N,N,N,N,N,N," 2,195,976.62 "
2013," 1,273.59 ",NEC WATER DAMAGE,Water,22,NSW,2088,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 4,293,165.49 "
2012," 26,428.07 ",NEC WATER DAMAGE,Water,22,NSW,2148,94,Repair and Maintenance,9412,"Automotive Body, Paint and Interior Repair",PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,Y,N,Y,N,N,N,N,N," 1,086,952.13 "
2014," 6,459.81 ",OVERFLOW/DEFECT IN WATER APPAR,Water,24,NSW,2227,62,Finance,6221,Banking,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,Y,N,Y,N,N,Y,Y,N," 401,220.02 "
2014," 13,157.25 ",IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,18,NSW,2042,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 222,371.20 "
2014," 17,087.47 ",FIRE (NOT ARSON),Fire,22,NSW,2143,72,Administrative Services,7299,Other Administrative Services n.e.c.,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 141,509.76 "
2013," 1,439.21 ",NEC WATER DAMAGE,Water,22,NSW,2330,95,Personal and Other Services,9511,Hairdressing and Beauty Services,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 829,543.44 "
2013, 113.94 ,ACCIDENTAL BREAKAGE (NOTGLASS),Impact by Third Party,16,VIC,3195,22,Fabricated Metal Product Manufacturing,2221,Structural Steel Fabricating,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 1,137,194.56 "
2011," 1,788.27 ",IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,21,NSW,2444,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,MAINRD,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 665,786.86 "
2013," 4,141.97 ",MALICIOUS DAMAGE,Malicious Damage,16,VIC,3068,42,Other Store-Based Retailing,4241,Sport and Camping Equipment Retailing,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 1,537,967.30 "
2012," 2,438.25 ",IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,14,VIC,3066,94,Repair and Maintenance,9412,"Automotive Body, Paint and Interior Repair",PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 488,119.65 "
2013," 1,423.81 ",MALICIOUS DAMAGE,Malicious Damage,15,VIC,3074,42,Other Store-Based Retailing,4211,Furniture Retailing,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 1,623,246.73 "
2014," 2,923.60 ",NEC WATER DAMAGE,Water,15,NSW,2233,45,Food and Beverage Services,4512,Takeaway Food Services,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,Y,N,N,N,N,N," 780,182.61 "
2015, 913.79 ,MALICIOUS DAMAGE,Malicious Damage,14,VIC,3931,94,Repair and Maintenance,9419,Other Automotive Repair and Maintenance,PROPOWNER,CONVERSION,ALLOYSTEEL,CONCRETSTO,CONCRETE,N,N,Y,N,N,N,N,N," 405,029.61 "
2015," 1,121.52 ",Malicious Damage / Vandalism (Not Tenant),Malicious Damage,15,VIC,3931,94,Repair and Maintenance,9419,Other Automotive Repair and Maintenance,PROPOWNER,CONVERSION,ALLOYSTEEL,CONCRETSTO,CONCRETE,N,N,Y,N,N,N,N,N," 361,603.16 "
2011," 17,931.79 ",COLLAPSE OF BUILDING/STRUCTURE,Other Property Damage,14,VIC,3220,72,Administrative Services,7299,Other Administrative Services n.e.c.,PROPOWNER,CONVERSION,ALLOYWOOD,WOOD,WOOD,N,N,N,N,N,N,N,N," 373,685.85 "
2010," 3,174.12 ",NEC WATER DAMAGE,Water,9,VIC,3194,72,Administrative Services,7220,Travel Agency and Tour Arrangement Services,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 819,786.01 "
2012," 3,526.36 ",MALICIOUS DAMAGE,Malicious Damage,18,WA,6163,42,Other Store-Based Retailing,4259,Other Personal Accessory Retailing,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 804,423.89 "
2011," 3,279.14 ",IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,17,WA,6017,72,Administrative Services,7299,Other Administrative Services n.e.c.,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,Y,Y,N,N,N,N," 2,103,391.30 "
2015, 197.57 ,Accidental Loss or Damage,Accident Loss or Damage,20,WA,6017,72,Administrative Services,7299,Other Administrative Services n.e.c.,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,Y,Y,N,N,N,N," 2,276,362.32 "
2011," 2,687.73 ",MALICIOUS DAMAGE,Malicious Damage,14,NSW,2210,22,Fabricated Metal Product Manufacturing,2293,Metal Coating and Finishing,PROPOWNER,INDUST,OTHMIXED,BRICK,OTHMIXED,N,N,N,N,N,N,N,N," 2,236,469.14 "
2012, 606.09 ,IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,22,NSW,2142,94,Repair and Maintenance,9412,"Automotive Body, Paint and Interior Repair",PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 352,232.53 "
